	GENE_0000	GENE_0001	GENE_0002	GENE_0003	GENE_0004	GENE_0005	GENE_0006	GENE_0007	GENE_0008	GENE_0009	GENE_0010	GENE_0011	GENE_0012	GENE_0013	GENE_0014	GENE_0015	GENE_0016	GENE_0017	GENE_0018	GENE_0019	GENE_0020	GENE_0021	GENE_0022	GENE_0023	GENE_0024	GENE_0025	GENE_0026	GENE_0027	GENE_0028	GENE_0029	GENE_0030	GENE_0031	GENE_0032	GENE_0033	GENE_0034	GENE_0035	GENE_0036	GENE_0037	GENE_0038	GENE_0039	GENE_0040	GENE_0041	GENE_0042	GENE_0043	GENE_0044	GENE_0045	GENE_0046	GENE_0047	GENE_0048	GENE_0049	disease_status	disease_type
Sample_010	18.656181661139016	49.86985143310769	1.8247307213101724	12.974283898872915	3.8549476643466623	4.539762129218267	4.086161724488708	3.1143150185455695	7.75642574290218	3.2189328242664437	9.683823624047996	7.027014182895132	5.818555023298721	2.9815292438205714	4.150499421082963	15.72719258328221	12.193672719124102	2.77998284049991	8.160719225152707	15.66434520051373	1.3917956095042567	12.722348767257461	3.809036389675053	13.07364888156082	3.4443694125467106	1.215454279294338	1.4512968878684993	7.753039396384708	9.580430244957888	2.991226113932573	13.993493320769504	1.4028136050476416	6.916571517117732	2.201158472627538	3.8503493798596757	7.747720501920225	3.1254761347930198	5.03012309394854	20.2123298986062	4.1499991543722	17.04219132580309	2.387610667892318	12.551048123600516	31.23591706407809	0.6239752966319025	3.330441056194993	13.158555128213122	6.031251977356785	10.70965716673105	4.039071396834056	1	Disease_B
Sample_011	8.057390843896949	6.323815628116305	23.754739338312138	9.529772480018483	10.356379038461691	4.8945533902714295	4.537579753327922	4.794367599643172	10.962190693918057	4.850178552303787	9.87271465731455	58.87407250873968	17.656865773956667	5.333333516055935	24.562328862223993	4.9131959038454776	0.9625930567289361	2.6963895894501024	1.1379268781905751	5.199105106942875	7.52641158575387	39.50539766330512	10.246409727772415	5.935192553097104	16.935391116880815	0.8096645045682266	9.352227573764518	15.972447297107838	1.684407305114663	23.190762776621277	10.365639142258216	4.877886764912391	13.91241860522115	71.57120711365648	8.86283113754835	9.470868240898414	4.667572365602404	3.1586844591916576	16.951152346235844	3.1390373424922187	7.9372449960384	4.582948431035424	11.929088459190273	10.315649440091667	20.8538783775431	4.437022756315364	5.641359399269655	2.776625341030776	4.738434182672087	10.775774287586742	1	Normal
Sample_012	15.752335132224934	2.9383102635130105	17.630069174894096	28.663881870232494	11.172270981719024	48.26930312552145	3.408290346462663	2.1283463074208555	1.247672419473223	32.984716291111425	14.2159653912144	6.989544077047785	9.776373683896098	2.397702417304899	85.26397050398157	8.408315712879276	8.243250914752766	15.268114342719997	11.953322004302102	9.243161901773497	3.351893950883226	11.839819177113606	48.52234902646898	28.372490919718206	36.34972456472976	4.4317047239534455	2.7466862353304893	6.515689775155256	7.81249919707953	22.0693886297929	1.360068913676551	34.10862618022217	6.309094105949863	4.821663196478692	2.6855770598535584	1.4121923120523125	16.83012750051029	7.951161091031144	2.0340707897864916	2.0236872686213916	5.28152721262277	39.21351764708776	5.699672110067799	1.6435475516785576	5.77915186590006	5.6253120958181775	0.4981337603503945	6.998565038087917	5.865369434412492	14.823390387844233	1	Normal
Sample_013	46.9440325314885	22.7955428895029	5.646925904812602	2.443604226123974	96.86902450575819	7.839840062904419	7.4927005896792584	7.212927577288295	9.007744981459533	6.39578761222181	4.16342475135477	4.276526260873595	7.150960832061845	4.291237826069171	3.6224631307815907	8.218849433618516	5.726031927710858	33.24794592768688	0.521539737805252	22.010219141104777	25.68957307109275	0.9292381404264944	5.245194929176604	5.09652601452825	1.8084828787803517	3.3945911016239023	2.4337277965860493	42.61773339029268	18.834275845906333	26.352287806491095	15.205725948335264	2.389175264517668	4.373133209247586	12.053734889253223	2.176835444298293	15.074407376602833	5.810546345668748	5.079329133070245	15.043710068739067	11.52205830349364	5.150191169000196	23.554804287317467	2.5066236102899913	13.680009504181376	13.37117483145871	5.421939326042388	10.238273708467139	2.114643887494839	18.616104123431036	6.141677194411889	1	Normal
Sample_014	4.380999871414144	21.094434245183827	3.6533929438183432	1.80676635559798	1.557949956328637	13.544898085210649	2.053551323950125	42.72542524330251	0.9213369955290974	40.304227665033004	9.12499605557418	6.7079063849365115	4.284830150856837	11.013657728877076	7.116138960979236	22.27136743662153	8.28318576530437	8.587449367505675	5.136581538023267	6.98003810744649	10.052303064434646	1.3362024623972395	1.919019882610082	15.53761866322882	8.765867074535025	6.147322761149221	7.526528651535617	10.460243163568762	4.306994459559154	3.392934817009575	8.987594657302482	2.7777110420599667	11.114524380412096	1.3463758079240158	20.679763994681075	11.853195366497795	9.545117185984045	19.740867590884264	39.07467052704708	20.376251183447906	1.172485399335401	2.055302488084943	3.9557943271461546	7.584381372986169	12.399535602137234	3.57604051464762	8.906370119476401	3.4716051548393763	4.00876092378978	1.810021824883599	0	Normal
Sample_015	2.9351740524481778	1.9123166147022903	2.784662683526294	21.192382405420172	2.859369400452269	102.75855033336045	12.101360700668936	8.889191706110902	3.13190742474199	14.884343361834452	4.155206697505842	8.347898367311709	95.59156063354024	6.71228950225654	23.31911303608295	3.657659912914154	7.134994709929153	43.41481036902991	3.947304505158374	45.26112779329598	14.995526682450619	4.210297137177487	13.90721456662589	19.541774371414213	13.760607238235629	1.5369121100180851	3.57106126304033	5.768899673195708	6.859033694116174	13.744958434268382	8.825991969101793	1.9438210343675497	10.807040836325244	13.607018765087847	12.93310687226033	21.775396369927112	17.012054049889542	11.695218455194158	6.888368665378539	1.4035981777874282	11.354546303858951	9.094662356148088	9.694695082509933	2.061123915726301	2.506640623282526	21.18202306533439	7.102485875962224	14.606997538778415	7.601293089162895	7.612229810219716	0	Disease_B
Sample_016	18.883410890554508	4.410355382366849	8.134552882344046	4.653989046427637	4.785084923319932	5.42396922373239	9.226998182625291	4.577950360127672	25.939220428729094	3.020410344384403	6.12959301761966	4.760101262853786	31.405338184911106	8.99397381097668	20.735444682815228	1.6727009026346644	9.650891223654066	17.98666761909651	8.022771929440584	21.444761041765947	4.40487353651845	30.245500819811046	73.61863036184643	5.140557001057191	4.732707640616283	31.607185282964295	35.85819548248085	4.380399686482802	4.854048907207488	5.574571152892707	1.9262006526373059	2.9486518134968667	2.707049329070335	3.428772875414626	7.1371612453810185	9.339145245076544	34.830745663813424	2.722759693790184	19.77309941371124	5.965609058931807	7.032458008826596	14.509730483178169	2.404346108995069	10.830971333960044	8.727266526928084	12.090877758383677	9.866731503172705	86.08198360711248	3.9050087177544524	4.344901310011005	0	Disease_B
Sample_017	3.962437925434622	4.239828756624673	3.9063868703310636	24.264552272425973	30.584833474160902	4.175581818218314	3.2144119312874744	11.839194042289964	4.2536479490231995	13.914504951757362	9.051432394756812	1.622966885409148	34.726573518798155	44.51729089298756	4.003669475685708	5.014323114214843	9.834192962036658	10.323850387024997	14.275492740545497	55.15815138998075	6.190728518027746	3.325775085826666	1.860193978838569	3.5575423667908934	7.14828899825988	44.458575301315406	4.4034516573232985	9.242273929461097	7.268697422722176	24.249433916173693	92.47445330375919	4.345458284201116	4.5292689984672	20.99240859871734	14.612706955791506	46.8385848447634	13.249080917719363	5.158820196250629	13.338503205311538	22.391996156855893	16.784942104696512	12.271432880816368	21.470388131694275	23.790720042148276	29.43425084631776	14.135790118319397	6.251878131726505	8.556692167439966	24.692732424391384	3.2643619712666605	1	Disease_A
Sample_018	10.683209558812797	4.986135633865155	7.604535327581714	26.534661583456668	8.945038920309404	7.7402698253950355	1.8967537248110231	15.584137437881857	14.090265672702206	64.28039740822409	5.431534903774827	9.199510974199827	9.481890191782552	35.78229720995579	6.717422118465433	9.76711885832514	13.570475445081433	8.904966218187276	4.728303099789404	8.971832909184316	21.620279713774526	2.6471529410477244	8.439893365822883	3.668853388543444	24.41131193898701	1.6109323249569456	4.2252488256857745	10.774819402543487	35.35797716406107	6.918851162911996	4.241005864519704	48.4802776786989	1.7366988517166118	0.8197089369944253	11.473206530043267	4.472492125037583	2.661173478569556	15.004594396429459	9.429100582391802	4.203516215747362	2.0538079390758717	17.68041143731632	14.156886412421667	6.691406801211703	46.835290817522996	2.534294345691653	1.6071699368926584	3.6991088160764822	7.059780664310985	9.424752276448316	1	Normal
Sample_019	5.805257323902253	10.507143892329356	2.113743562750958	31.30458599023041	6.806301141730488	22.585222745244444	10.409567616625958	11.666870208987795	13.062784119089816	11.561823118443012	14.05141018619828	27.91467483039045	8.99367155728565	15.014310168987446	6.75487391437737	31.190613975883227	3.7569509013986386	44.74324273172681	7.098205810426071	1.7668969949323343	8.39893082416642	3.7394866495433905	17.126783915801486	3.8473169940393923	4.729486180960977	1.1167908601780268	4.7006165490001885	0.6545028582098522	1.5160331845330424	15.806395808715862	16.21278548856015	11.307402070860348	2.8095486758538963	7.044792165050203	7.362484626613386	2.3201580556835544	33.2281796905428	17.767346220407944	5.924141761622733	7.590411750353401	9.10098644272669	0.9591240409330434	5.770868663637059	3.736000865390721	2.713881750047364	5.578387226535068	44.597889034886975	14.025019773275893	4.173775451360836	13.099614225732923	1	Normal
Sample_020	29.94479250790833	18.627401264583657	7.843070239788408	3.8692597988249413	14.8533185789702	10.951598040891223	18.086995873494	13.94570815348218	21.105901964344323	4.326525471801948	27.58836333815356	9.003375879189578	58.865835070411556	3.709185022156376	41.92841683621825	9.006177974577435	3.8519595636483803	4.554492761734522	5.363692793133341	11.292806684245333	12.463887810883099	4.163266556467077	7.21127236320301	62.9455683577487	41.57683536978892	11.430939491652142	7.675270047284399	8.331398478972543	13.646976192480446	2.6570259537663086	5.712309813226568	1.3929390315696288	11.014616049687808	14.11440546045341	4.5576791594385915	35.65847203222695	2.1689308211799165	1.7085159356245112	9.24841160647332	21.05416289085986	39.802419084379785	4.66979763203748	21.7297183628362	7.109923828732283	6.21752986498589	17.879591763875016	14.186954971719082	1.5274624712404146	32.347616823787035	29.37345437760628	1	Disease_A
Sample_021	3.952851821314737	10.977014914813815	12.109983393783194	9.589548100392426	4.261813807849061	3.7749103424023427	7.202627780916519	23.872544174124144	12.725402016558842	5.100740207447613	15.985766149622508	0.42803829177849206	23.307278653997948	1.2973013487088998	5.142601390796368	2.411695688737919	2.0244914319069927	23.590091858670142	4.628805292796865	10.448974939971226	7.050365229751456	11.905980384784998	7.979070221366473	2.048295073817709	20.010693775765297	4.509757654103184	1.5580236099421476	4.8157164953736595	33.14062232983676	17.29161569489834	5.214002868122241	5.2108463807050445	5.356790180510629	58.953440220620095	10.825835487803342	11.359355155384844	20.70310013496538	9.381964340213928	5.702803261327482	6.071769941267715	6.87848717619757	7.119074731158038	15.29658412452109	7.783031270834086	15.37342050780321	6.816072456948893	7.99355178920121	1.0018009352072972	18.473322691509647	10.448813966051146	0	Normal
Sample_022	20.045608650913493	0.40809496341460616	59.64287560501603	6.4263734331075595	22.38033825060277	2.6119421747743483	13.63682569552835	2.5768930700058474	3.9599485759236064	50.100518326057184	6.106279080643376	9.183724792728977	17.638212807682912	12.130002001652079	8.588455391864533	10.64362373434039	81.72954670299467	6.9753409132624675	9.034937863544126	21.129166741772075	22.320955214768855	24.216405230083268	13.995421242708913	2.356070260454925	37.84245166178153	2.3482129850355644	10.000503735136903	3.475450635816065	6.930012752633739	10.265229526247543	10.189494264667745	11.267480604735074	37.10349867437798	11.629375892603537	5.788327355038227	19.377007219288526	24.275569856178127	2.164938998538931	13.428778722129342	14.897192052072507	5.487300907446703	29.244947195762027	6.359466008932644	8.37772546536959	6.214766635814081	7.505071916977368	2.4687820036937747	1.750583423803767	36.397680978269754	3.1678041531009455	1	Disease_A
Sample_023	2.741780839063538	0.8577950190234634	3.9002406342054883	1.9677882702605032	38.16867527127379	20.283689482934427	3.7130351980231198	70.2763836265924	19.722605929920466	5.3396954338786955	0.6068912189893185	73.03527711634749	1.8412184125992326	1.4256120824512843	20.544030908514184	84.75395453392966	29.496535580803002	12.986483944852598	13.393296782261434	17.346930230524276	15.782923900396941	9.788335522621603	8.20054900576736	6.940729415546679	3.4765325769614464	5.58075975052684	1.3593996735730454	6.697004743335006	2.7494719989138545	2.450790640204028	8.845369936962586	29.725411508844893	18.51010142428482	1.5364881594515314	2.7466221934845416	18.9304396120835	2.7663053091727647	5.90244605154673	12.807771037658963	2.8057069663597805	8.210185405909598	1.9463863608339556	4.04965768793505	10.173455580853418	1.5023135198325483	11.478488723836026	7.245366789587715	12.839032621477935	9.24344021558594	28.908637617869086	0	Disease_B
Sample_024	8.374777436802836	4.809506397909991	8.35030030621559	12.721557928101175	7.7590512903709135	7.695161011195326	3.6619958470780247	3.8079808287481636	1.8173778640595923	42.50308847061813	2.1300314920429244	3.6954221697510365	3.602372781901526	18.082133963330644	5.50166251330011	25.732172897104842	3.7678681940556746	9.766851598970321	3.2048104502635733	63.127035194035024	2.2533130074203327	10.072618575614982	13.926268557307417	11.1763405993426	6.139309896419203	6.489459856861723	7.7199776733478025	6.378914860767664	19.372976223339915	67.39177660127092	4.231295517128491	1.8779805433350394	6.764700249666863	97.48605456332922	3.3079393148627108	38.0582090746426	39.55534435162876	4.247844841882501	13.052544285676635	37.65239720974425	5.057499842978532	6.028026276913343	4.130172138181108	2.6784633931056256	3.860213353721129	2.1728935950618204	7.6452418065978565	3.4213211202083005	9.335141284399727	1.5590931744248204	0	Disease_A
Sample_025	10.286992491167197	17.00536634520787	1.0062840195509533	10.740875139089026	25.22079852668039	2.204187546379	39.35300692606947	11.234832641639048	3.65095268907164	6.988255276795153	12.914192656588563	7.9725579723269275	12.663907171544246	2.9426967031902502	8.752687744796246	1.7972999358708417	6.611257902122752	2.992449726677313	3.5412155978003246	25.43416058091154	22.005889467364526	13.58733516369806	2.4785835190472283	5.384861282554226	24.855963409221925	8.514042963744203	75.13823421841556	10.949763297852279	8.953541178990303	5.424271126280698	8.444715868722566	6.344131190752613	15.000877159441666	19.234437972866008	3.3669609407138097	1.9518293215592815	1.1779723664082096	12.280238285808627	2.4513365191253556	0.8582236123866955	10.89799257159942	89.38916852785658	7.344333683262656	17.089953469532933	8.019125359782972	6.693322226782897	18.524172169696328	5.527443741733363	9.654192858277932	10.192965303186309	1	Normal
Sample_026	3.788270363121389	19.926337507729873	6.20304464509699	3.4703478729591444	12.635494072656389	3.0087719883076214	7.60025012069973	7.321981611975149	21.887059370092008	11.878122145502513	7.206425375016639	16.73941802960256	29.672110048608545	12.907522827969052	7.465949525165103	1.9900579673820038	2.546923950077248	5.445422217641935	4.0168089659187585	6.128982180025575	7.81972920074679	12.549649719064076	6.886074761877081	12.019155200612895	7.881154590787845	1.0248368545671545	2.888289926867056	6.397532980647042	2.204069131457745	13.462778508533969	34.14959861442246	24.99715083309528	5.968867011464798	32.80976343671529	8.573426324504526	5.274658979740786	4.001212084963333	5.460445137847024	5.011940580210076	8.761930193281964	8.676116155805065	7.411597626267177	11.437965963459035	24.304129514730878	19.097436959408302	1.6738092744401196	0.5746919419386527	18.80870719412348	1.8834803239968807	5.9016654934836685	0	Disease_A
Sample_027	2.293059550132011	1.2189862399091738	12.698231454352424	15.786500250739648	4.151582551543907	0.553749814758408	4.279154963850568	10.933199714390604	1.683859417811565	8.87607912730808	7.276792328022716	13.18779129352793	8.327642212667017	2.7924827065401012	24.448564478574472	6.305803671107397	7.190030836229766	2.9058677096241703	4.743227204215288	3.0501698755596216	6.21554828111589	40.9236641023286	1.8740443642001428	1.471730033193165	32.174374974888266	5.993504640068305	3.784551028926037	20.90325079687811	4.032491649692774	45.879101737384396	14.554873286783767	4.536195167543801	63.89928763923147	4.032090907414465	15.519470113631654	9.96712901788086	27.159890999216227	35.21637582514117	7.629361424484084	3.478433781372843	11.704485482874674	3.7519834878742255	55.333983384198156	8.470040845985508	5.1278088782301765	8.887806719454717	1.9210534558034864	2.7965484531655793	24.542686507998678	3.8309228264702853	0	Disease_B
Sample_028	2.5937093104022475	12.637299926967312	24.184311907553717	15.164441476124797	20.00630923999	3.466706165922942	1.782807436373628	33.159645909077646	5.351196395089364	5.749810993336698	27.887934548931803	12.887141217736346	11.65677751829872	64.3928334381103	3.882509681333128	18.687224864660998	7.82256984222159	9.665784503188776	34.071744249427915	12.278327990085698	12.658084210112653	21.59598326210792	5.129700474582398	3.1924553810903764	2.599166472111914	1.0342157506177774	57.75483852877815	2.451724450417015	5.922427268376477	5.602353067501875	10.048332474561017	16.705486736175203	17.46979672399738	4.12440827672806	6.251855415758906	9.801936326424064	5.762139656174444	36.86805935341975	12.073041015527707	15.407860265389912	14.337539947369107	23.89033198127295	8.855347897371155	2.0201424971005597	11.019737154401868	3.852194963406597	4.3552556806090275	13.281392809140323	25.489919784258863	7.547916589247089	1	Normal
Sample_029	10.062674785676707	40.53699218999122	9.400408816888236	99.65190009664153	13.007285787089657	1.270279863106015	15.694991066575154	10.817426352178058	26.836227687844037	14.48598095811951	6.433662784878157	2.1721159045721907	5.995305478418453	3.156549642555879	4.134955432050823	13.31083552172429	39.248157653067416	10.964595924751613	2.234722228887356	11.525969055102047	24.450031069240364	4.015721754216897	6.462284114051523	7.498388979452589	3.37063679656235	14.129720753652451	6.547294110503038	11.240602473868254	3.0419775755562024	4.770932124146269	15.216515101126955	5.089435129636117	41.55275610007739	4.954834736676138	9.250565878913283	18.77621354675269	1.7889596809390973	1.2702213644768554	1.606959180588405	26.11693888976108	4.255200381527983	95.41151616324466	4.202806016355074	8.886660242627261	34.539719531135034	54.93182594774416	58.0615454639659	24.73863596378088	20.5747074101148	13.36349785321419	1	Disease_B
Sample_030	16.092624737023527	4.258062666299496	3.2602409920160897	7.364164065990571	6.232735848865665	4.696285845517337	14.826074889609291	19.207584144608862	8.07204522948435	32.37964812216289	2.3591724148556485	6.088127363271767	3.6080868715719268	1.1427794201314565	6.802698108568746	6.542062558177536	33.56385497813362	13.8850355983533	2.6533239524437833	47.18577954326052	25.054005013389908	13.22485089854375	5.891531030487965	2.8308039802690326	5.0926240283808895	21.949593493781197	48.64681339813789	34.57889511808108	4.531942149606612	2.41182221283729	8.506973568089867	1.2605657579556233	10.207959041322772	6.3750849325031265	4.636517279681712	1.4997477581485887	12.349308956506638	4.337504402847154	2.293509470419159	0.41800486269574	7.188518460586658	43.47784928963316	38.91030846224795	4.678154728586474	4.046239533901965	11.807964436918791	2.722674204699556	9.99207121319969	15.896203043053477	25.2022486803693	0	Disease_B
